,product_id,warehouse_id,quantity,Source_index,Sink_index,_merge
1263,120,2,183,Missing,1263,Sink
1264,121,2,183,Missing,1264,Sink
1265,122,2,183,Missing,1265,Sink
1266,123,2,184,Missing,1266,Sink
1267,124,2,184,Missing,1267,Sink
1268,125,2,184,Missing,1268,Sink
1269,126,2,184,Missing,1269,Sink
1270,128,2,185,Missing,1270,Sink
1271,129,2,185,Missing,1271,Sink
1272,130,2,88,Missing,1272,Sink
1273,131,2,88,Missing,1273,Sink
1274,132,2,185,Missing,1274,Sink
1275,133,2,185,Missing,1275,Sink
1276,134,2,89,Missing,1276,Sink
1277,135,2,89,Missing,1277,Sink
1278,136,2,186,Missing,1278,Sink
1279,138,2,191,Missing,1279,Sink
1280,139,2,93,Missing,1280,Sink
1281,140,2,94,Missing,1281,Sink
1282,142,2,194,Missing,1282,Sink
1283,144,2,95,Missing,1283,Sink
1284,145,2,96,Missing,1284,Sink
1285,146,2,96,Missing,1285,Sink
1286,147,2,96,Missing,1286,Sink
1287,148,2,97,Missing,1287,Sink
1288,149,2,97,Missing,1288,Sink
1289,150,2,101,Missing,1289,Sink
1290,151,2,101,Missing,1290,Sink
1291,152,2,101,Missing,1291,Sink
1292,161,2,120,Missing,1292,Sink
1293,166,2,138,Missing,1293,Sink
1294,168,2,128,Missing,1294,Sink
1295,174,2,158,Missing,1295,Sink
1296,175,2,158,Missing,1296,Sink
1297,182,2,177,Missing,1297,Sink
1298,184,2,178,Missing,1298,Sink
1299,185,2,178,Missing,1299,Sink
1300,188,2,171,Missing,1300,Sink
1301,189,2,172,Missing,1301,Sink
1302,190,2,172,Missing,1302,Sink
1303,191,2,173,Missing,1303,Sink
1304,193,2,173,Missing,1304,Sink
1305,195,2,174,Missing,1305,Sink
1306,196,2,174,Missing,1306,Sink
1307,198,2,175,Missing,1307,Sink
1308,199,2,176,Missing,1308,Sink
1309,200,2,176,Missing,1309,Sink
1310,201,2,176,Missing,1310,Sink
1311,203,2,177,Missing,1311,Sink
1312,204,2,177,Missing,1312,Sink
1313,205,2,177,Missing,1313,Sink
1314,207,2,193,Missing,1314,Sink
1315,210,2,194,Missing,1315,Sink
1316,211,2,195,Missing,1316,Sink
1317,212,2,195,Missing,1317,Sink
1318,214,2,196,Missing,1318,Sink
1319,216,2,197,Missing,1319,Sink
1320,218,2,198,Missing,1320,Sink
1321,220,2,184,Missing,1321,Sink
1322,221,2,185,Missing,1322,Sink
1323,222,2,185,Missing,1323,Sink
1324,223,2,185,Missing,1324,Sink
1325,227,2,189,Missing,1325,Sink
1326,228,2,189,Missing,1326,Sink
1327,229,2,212,Missing,1327,Sink
1328,230,2,213,Missing,1328,Sink
1329,231,2,213,Missing,1329,Sink
1330,232,2,213,Missing,1330,Sink
1331,233,2,213,Missing,1331,Sink
1332,234,2,213,Missing,1332,Sink
1333,235,2,214,Missing,1333,Sink
1334,236,2,214,Missing,1334,Sink
1335,237,2,214,Missing,1335,Sink
1336,238,2,214,Missing,1336,Sink
1337,239,2,214,Missing,1337,Sink
1338,245,2,209,Missing,1338,Sink
1339,254,2,225,Missing,1339,Sink
1340,255,2,225,Missing,1340,Sink
1341,256,2,225,Missing,1341,Sink
1342,257,2,226,Missing,1342,Sink
1343,258,2,226,Missing,1343,Sink
1344,259,2,226,Missing,1344,Sink
1345,260,2,226,Missing,1345,Sink
1346,261,2,226,Missing,1346,Sink
1347,262,2,227,Missing,1347,Sink
1348,263,2,227,Missing,1348,Sink
1349,264,2,227,Missing,1349,Sink
1350,265,2,227,Missing,1350,Sink
1351,269,2,210,Missing,1351,Sink
1352,270,2,210,Missing,1352,Sink
1353,271,2,215,Missing,1353,Sink
1354,272,2,216,Missing,1354,Sink
1355,273,2,264,Missing,1355,Sink
1356,274,2,232,Missing,1356,Sink
1357,276,2,219,Missing,1357,Sink
1358,277,2,219,Missing,1358,Sink
1359,278,2,220,Missing,1359,Sink
1360,279,2,244,Missing,1360,Sink
1361,280,2,244,Missing,1361,Sink
1362,281,2,239,Missing,1362,Sink
1363,283,2,226,Missing,1363,Sink
1364,284,2,353,Missing,1364,Sink
1365,285,2,267,Missing,1365,Sink
1366,286,2,267,Missing,1366,Sink
1367,2,3,100,Missing,1367,Sink
1368,3,3,88,Missing,1368,Sink
1369,4,3,88,Missing,1369,Sink
1370,5,3,89,Missing,1370,Sink
1371,6,3,89,Missing,1371,Sink
1372,11,3,90,Missing,1372,Sink
1373,12,3,90,Missing,1373,Sink
1374,46,3,112,Missing,1374,Sink
1375,47,3,66,Missing,1375,Sink
1376,80,3,101,Missing,1376,Sink
1377,87,3,107,Missing,1377,Sink
1378,88,3,118,Missing,1378,Sink
1379,89,3,118,Missing,1379,Sink
1380,90,3,118,Missing,1380,Sink
1381,91,3,94,Missing,1381,Sink
1382,98,3,69,Missing,1382,Sink
1383,102,3,73,Missing,1383,Sink
1384,103,3,126,Missing,1384,Sink
1385,105,3,126,Missing,1385,Sink
1386,108,3,127,Missing,1386,Sink
1387,110,3,127,Missing,1387,Sink
1388,114,3,131,Missing,1388,Sink
1389,123,3,135,Missing,1389,Sink
1390,132,3,136,Missing,1390,Sink
1391,133,3,136,Missing,1391,Sink
1392,142,3,142,Missing,1392,Sink
1393,159,3,87,Missing,1393,Sink
1394,160,3,93,Missing,1394,Sink
1395,161,3,108,Missing,1395,Sink
1396,163,3,107,Missing,1396,Sink
1397,174,3,146,Missing,1397,Sink
1398,175,3,146,Missing,1398,Sink
1399,182,3,245,Missing,1399,Sink
1400,184,3,246,Missing,1400,Sink
1401,185,3,246,Missing,1401,Sink
1402,207,3,181,Missing,1402,Sink
1403,216,3,185,Missing,1403,Sink
1404,220,3,272,Missing,1404,Sink
1405,221,3,273,Missing,1405,Sink
1406,222,3,273,Missing,1406,Sink
1407,223,3,273,Missing,1407,Sink
1408,241,3,181,Missing,1408,Sink
1409,242,3,181,Missing,1409,Sink
1410,243,3,181,Missing,1410,Sink
1411,245,3,197,Missing,1411,Sink
1412,269,3,304,Missing,1412,Sink
1413,270,3,304,Missing,1413,Sink
1414,281,3,227,Missing,1414,Sink
1415,3,4,63,Missing,1415,Sink
1416,4,4,63,Missing,1416,Sink
1417,5,4,63,Missing,1417,Sink
1418,6,4,64,Missing,1418,Sink
1419,7,4,64,Missing,1419,Sink
1420,8,4,67,Missing,1420,Sink
1421,9,4,67,Missing,1421,Sink
1422,11,4,68,Missing,1422,Sink
1423,12,4,68,Missing,1423,Sink
1424,13,4,68,Missing,1424,Sink
1425,14,4,68,Missing,1425,Sink
1426,15,4,69,Missing,1426,Sink
1427,17,4,70,Missing,1427,Sink
1428,18,4,71,Missing,1428,Sink
1429,19,4,71,Missing,1429,Sink
1430,20,4,71,Missing,1430,Sink
1431,21,4,72,Missing,1431,Sink
1432,27,4,73,Missing,1432,Sink
1433,29,4,74,Missing,1433,Sink
1434,30,4,74,Missing,1434,Sink
1435,54,4,88,Missing,1435,Sink
1436,62,4,74,Missing,1436,Sink
1437,63,4,74,Missing,1437,Sink
1438,67,4,76,Missing,1438,Sink
1439,68,4,76,Missing,1439,Sink
1440,69,4,76,Missing,1440,Sink
1441,70,4,76,Missing,1441,Sink
1442,71,4,76,Missing,1442,Sink
1443,72,4,77,Missing,1443,Sink
1444,73,4,87,Missing,1444,Sink
1445,74,4,87,Missing,1445,Sink
1446,76,4,88,Missing,1446,Sink
1447,78,4,89,Missing,1447,Sink
1448,79,4,89,Missing,1448,Sink
1449,80,4,89,Missing,1449,Sink
1450,87,4,95,Missing,1450,Sink
1451,88,4,86,Missing,1451,Sink
1452,89,4,86,Missing,1452,Sink
1453,90,4,86,Missing,1453,Sink
1454,101,4,95,Missing,1454,Sink
1455,210,8,122,Missing,1455,Sink
1456,211,8,123,Missing,1456,Sink
1457,212,8,123,Missing,1457,Sink
1458,214,8,124,Missing,1458,Sink
1459,216,8,125,Missing,1459,Sink
1460,217,8,125,Missing,1460,Sink
1461,218,8,126,Missing,1461,Sink
1462,220,8,149,Missing,1462,Sink
1463,221,8,150,Missing,1463,Sink
1464,222,8,150,Missing,1464,Sink
1465,223,8,151,Missing,1465,Sink
1466,229,8,123,Missing,1466,Sink
1467,230,8,124,Missing,1467,Sink
1468,231,8,124,Missing,1468,Sink
1469,232,8,124,Missing,1469,Sink
1470,233,8,124,Missing,1470,Sink
1471,234,8,124,Missing,1471,Sink
1472,235,8,125,Missing,1472,Sink
1473,241,8,121,Missing,1473,Sink
1474,242,8,121,Missing,1474,Sink
1475,243,8,121,Missing,1475,Sink
1476,245,8,137,Missing,1476,Sink
1477,254,8,136,Missing,1477,Sink
1478,255,8,136,Missing,1478,Sink
1479,256,8,136,Missing,1479,Sink
1480,257,8,136,Missing,1480,Sink
1481,258,8,136,Missing,1481,Sink
1482,259,8,137,Missing,1482,Sink
1483,260,8,137,Missing,1483,Sink
1484,263,8,137,Missing,1484,Sink
1485,264,8,137,Missing,1485,Sink
1486,269,8,178,Missing,1486,Sink
1487,270,8,178,Missing,1487,Sink
1488,271,8,183,Missing,1488,Sink
1489,272,8,184,Missing,1489,Sink
1490,273,8,156,Missing,1490,Sink
1491,274,8,160,Missing,1491,Sink
1492,276,8,187,Missing,1492,Sink
1493,277,8,187,Missing,1493,Sink
1494,278,8,188,Missing,1494,Sink
1495,280,8,154,Missing,1495,Sink
1496,281,8,167,Missing,1496,Sink
1497,283,8,194,Missing,1497,Sink
1498,284,8,268,Missing,1498,Sink
1499,285,8,176,Missing,1499,Sink
1500,286,8,177,Missing,1500,Sink
1501,2,9,23,Missing,1501,Sink
1502,3,9,35,Missing,1502,Sink
1503,4,9,35,Missing,1503,Sink
1504,5,9,36,Missing,1504,Sink
1505,6,9,36,Missing,1505,Sink
1506,7,9,36,Missing,1506,Sink
1507,8,9,36,Missing,1507,Sink
1508,9,9,36,Missing,1508,Sink
1509,11,9,37,Missing,1509,Sink
1510,12,9,37,Missing,1510,Sink
1511,13,9,37,Missing,1511,Sink
1512,14,9,38,Missing,1512,Sink
1513,15,9,41,Missing,1513,Sink
1514,17,9,3,Missing,1514,Sink
1515,18,9,3,Missing,1515,Sink
1516,19,9,3,Missing,1516,Sink
1517,20,9,4,Missing,1517,Sink
1518,21,9,4,Missing,1518,Sink
1519,27,9,5,Missing,1519,Sink
1520,29,9,6,Missing,1520,Sink
1521,30,9,6,Missing,1521,Sink
1522,31,9,7,Missing,1522,Sink
1523,32,9,7,Missing,1523,Sink
1524,34,9,8,Missing,1524,Sink
1525,46,9,6,Missing,1525,Sink
1526,47,9,0,Missing,1526,Sink
1527,54,9,33,Missing,1527,Sink
1528,62,9,32,Missing,1528,Sink
1529,63,9,33,Missing,1529,Sink
1530,67,9,34,Missing,1530,Sink
1531,68,9,34,Missing,1531,Sink
1532,69,9,35,Missing,1532,Sink
1533,70,9,35,Missing,1533,Sink
1534,71,9,35,Missing,1534,Sink
1535,72,9,35,Missing,1535,Sink
1536,73,9,27,Missing,1536,Sink
1537,74,9,27,Missing,1537,Sink
1538,76,9,28,Missing,1538,Sink
1539,78,9,29,Missing,1539,Sink
1540,79,9,29,Missing,1540,Sink
1541,80,9,29,Missing,1541,Sink
1542,84,9,33,Missing,1542,Sink
1543,87,9,35,Missing,1543,Sink
1544,88,9,7,Missing,1544,Sink
1545,89,9,8,Missing,1545,Sink
1546,90,9,8,Missing,1546,Sink
1547,91,9,22,Missing,1547,Sink
1548,98,9,32,Missing,1548,Sink
1549,101,9,3,Missing,1549,Sink
1550,102,9,36,Missing,1550,Sink
1551,103,9,5,Missing,1551,Sink
1552,105,9,6,Missing,1552,Sink
1553,106,9,6,Missing,1553,Sink
1554,107,9,6,Missing,1554,Sink
1555,108,9,6,Missing,1555,Sink
1556,109,9,6,Missing,1556,Sink
1557,110,9,7,Missing,1557,Sink
1558,114,9,8,Missing,1558,Sink
1559,115,9,9,Missing,1559,Sink
1560,116,9,9,Missing,1560,Sink
1561,117,9,9,Missing,1561,Sink
1562,119,9,10,Missing,1562,Sink
1563,120,9,10,Missing,1563,Sink
1564,121,9,10,Missing,1564,Sink
1565,122,9,11,Missing,1565,Sink
1566,123,9,11,Missing,1566,Sink
1567,124,9,11,Missing,1567,Sink
1568,125,9,11,Missing,1568,Sink
1569,126,9,12,Missing,1569,Sink
1570,128,9,12,Missing,1570,Sink
1571,129,9,12,Missing,1571,Sink
1572,132,9,13,Missing,1572,Sink
1573,133,9,13,Missing,1573,Sink
1574,136,9,14,Missing,1574,Sink
1575,137,9,15,Missing,1575,Sink
1576,138,9,16,Missing,1576,Sink
1577,141,9,18,Missing,1577,Sink
1578,142,9,19,Missing,1578,Sink
1579,159,9,15,Missing,1579,Sink
1580,160,9,21,Missing,1580,Sink
1581,161,9,36,Missing,1581,Sink
1582,163,9,35,Missing,1582,Sink
1583,166,9,54,Missing,1583,Sink
1584,174,9,74,Missing,1584,Sink
1585,175,9,74,Missing,1585,Sink
1586,182,9,110,Missing,1586,Sink
1587,184,9,111,Missing,1587,Sink
1588,185,9,111,Missing,1588,Sink
1589,188,9,119,Missing,1589,Sink
1590,189,9,119,Missing,1590,Sink
1591,103,4,97,Missing,1591,Sink
1592,105,4,97,Missing,1592,Sink
1593,106,4,97,Missing,1593,Sink
1594,107,4,97,Missing,1594,Sink
1595,108,4,98,Missing,1595,Sink
1596,109,4,98,Missing,1596,Sink
1597,110,4,98,Missing,1597,Sink
1598,114,4,99,Missing,1598,Sink
1599,115,4,100,Missing,1599,Sink
1600,116,4,100,Missing,1600,Sink
1601,117,4,101,Missing,1601,Sink
1602,119,4,102,Missing,1602,Sink
1603,120,4,102,Missing,1603,Sink
1604,121,4,102,Missing,1604,Sink
1605,122,4,102,Missing,1605,Sink
1606,123,4,103,Missing,1606,Sink
1607,124,4,103,Missing,1607,Sink
1608,125,4,103,Missing,1608,Sink
1609,126,4,103,Missing,1609,Sink
1610,128,4,103,Missing,1610,Sink
1611,129,4,104,Missing,1611,Sink
1612,132,4,104,Missing,1612,Sink
1613,133,4,104,Missing,1613,Sink
1614,136,4,105,Missing,1614,Sink
1615,138,4,107,Missing,1615,Sink
1616,142,4,110,Missing,1616,Sink
1617,161,4,96,Missing,1617,Sink
1618,166,4,114,Missing,1618,Sink
1619,174,4,134,Missing,1619,Sink
1620,175,4,134,Missing,1620,Sink
1621,182,4,210,Missing,1621,Sink
1622,184,4,211,Missing,1622,Sink
1623,185,4,211,Missing,1623,Sink
1624,188,4,219,Missing,1624,Sink
1625,189,4,219,Missing,1625,Sink
1626,190,4,223,Missing,1626,Sink
1627,191,4,223,Missing,1627,Sink
1628,193,4,223,Missing,1628,Sink
1629,195,4,224,Missing,1629,Sink
1630,196,4,225,Missing,1630,Sink
1631,198,4,225,Missing,1631,Sink
1632,199,4,226,Missing,1632,Sink
1633,200,4,226,Missing,1633,Sink
1634,201,4,227,Missing,1634,Sink
1635,203,4,227,Missing,1635,Sink
1636,204,4,227,Missing,1636,Sink
1637,205,4,228,Missing,1637,Sink
1638,207,4,169,Missing,1638,Sink
1639,210,4,170,Missing,1639,Sink
1640,211,4,171,Missing,1640,Sink
1641,212,4,171,Missing,1641,Sink
1642,214,4,172,Missing,1642,Sink
1643,216,4,173,Missing,1643,Sink
1644,218,4,174,Missing,1644,Sink
1645,220,4,234,Missing,1645,Sink
1646,221,4,235,Missing,1646,Sink
1647,222,4,235,Missing,1647,Sink
1648,223,4,236,Missing,1648,Sink
1649,245,4,185,Missing,1649,Sink
1650,269,4,266,Missing,1650,Sink
1651,270,4,266,Missing,1651,Sink
1652,271,4,271,Missing,1652,Sink
1653,272,4,272,Missing,1653,Sink
1654,274,4,208,Missing,1654,Sink
1655,276,4,275,Missing,1655,Sink
1656,277,4,275,Missing,1656,Sink
1657,278,4,276,Missing,1657,Sink
1658,281,4,215,Missing,1658,Sink
1659,283,4,282,Missing,1659,Sink
1660,2,5,71,Missing,1660,Sink
1661,3,5,46,Missing,1661,Sink
1662,4,5,46,Missing,1662,Sink
1663,5,5,47,Missing,1663,Sink
1664,6,5,47,Missing,1664,Sink
1665,11,5,48,Missing,1665,Sink
1666,12,5,48,Missing,1666,Sink
1667,22,5,73,Missing,1667,Sink
1668,23,5,74,Missing,1668,Sink
1669,24,5,74,Missing,1669,Sink
1670,25,5,74,Missing,1670,Sink
1671,26,5,74,Missing,1671,Sink
1672,33,5,77,Missing,1672,Sink
1673,35,5,77,Missing,1673,Sink
1674,36,5,78,Missing,1674,Sink
1675,37,5,78,Missing,1675,Sink
1676,38,5,78,Missing,1676,Sink
1677,39,5,78,Missing,1677,Sink
1678,40,5,78,Missing,1678,Sink
1679,41,5,79,Missing,1679,Sink
1680,42,5,81,Missing,1680,Sink
1681,43,5,81,Missing,1681,Sink
1682,44,5,82,Missing,1682,Sink
1683,46,5,90,Missing,1683,Sink
1684,47,5,44,Missing,1684,Sink
1685,50,5,69,Missing,1685,Sink
1686,80,5,77,Missing,1686,Sink
1687,87,5,83,Missing,1687,Sink
1688,88,5,62,Missing,1688,Sink
1689,89,5,63,Missing,1689,Sink
1690,90,5,63,Missing,1690,Sink
1691,91,5,70,Missing,1691,Sink
1692,94,5,85,Missing,1692,Sink
1693,98,5,86,Missing,1693,Sink
1694,99,5,88,Missing,1694,Sink
1695,100,5,88,Missing,1695,Sink
1696,102,5,90,Missing,1696,Sink
1697,103,5,73,Missing,1697,Sink
1698,104,5,84,Missing,1698,Sink
1699,105,5,74,Missing,1699,Sink
1700,108,5,74,Missing,1700,Sink
1701,110,5,75,Missing,1701,Sink
1702,114,5,76,Missing,1702,Sink
1703,123,5,79,Missing,1703,Sink
1704,130,5,42,Missing,1704,Sink
1705,131,5,42,Missing,1705,Sink
1706,132,5,81,Missing,1706,Sink
1707,133,5,81,Missing,1707,Sink
1708,134,5,42,Missing,1708,Sink
1709,135,5,43,Missing,1709,Sink
1710,139,5,47,Missing,1710,Sink
1711,140,5,47,Missing,1711,Sink
1712,142,5,87,Missing,1712,Sink
1713,144,5,49,Missing,1713,Sink
1714,145,5,49,Missing,1714,Sink
1715,146,5,50,Missing,1715,Sink
1716,147,5,50,Missing,1716,Sink
1717,148,5,50,Missing,1717,Sink
1718,149,5,50,Missing,1718,Sink
1719,150,5,54,Missing,1719,Sink
1720,151,5,54,Missing,1720,Sink
1721,152,5,54,Missing,1721,Sink
1722,159,5,63,Missing,1722,Sink
1723,160,5,69,Missing,1723,Sink
1724,161,5,84,Missing,1724,Sink
1725,163,5,83,Missing,1725,Sink
1726,168,5,92,Missing,1726,Sink
1727,174,5,122,Missing,1727,Sink
1728,175,5,122,Missing,1728,Sink
1729,182,5,184,Missing,1729,Sink
1730,184,5,184,Missing,1730,Sink
1731,185,5,185,Missing,1731,Sink
1732,207,5,157,Missing,1732,Sink
1733,216,5,161,Missing,1733,Sink
1734,220,5,208,Missing,1734,Sink
1735,221,5,209,Missing,1735,Sink
1736,222,5,209,Missing,1736,Sink
1737,223,5,209,Missing,1737,Sink
1738,229,5,163,Missing,1738,Sink
1739,230,5,163,Missing,1739,Sink
1740,231,5,163,Missing,1740,Sink
1741,232,5,163,Missing,1741,Sink
1742,233,5,164,Missing,1742,Sink
1743,234,5,164,Missing,1743,Sink
1744,235,5,164,Missing,1744,Sink
1745,236,5,164,Missing,1745,Sink
1746,237,5,164,Missing,1746,Sink
1747,238,5,165,Missing,1747,Sink
1748,239,5,165,Missing,1748,Sink
1749,241,5,157,Missing,1749,Sink
1750,242,5,157,Missing,1750,Sink
1751,243,5,157,Missing,1751,Sink
1752,245,5,173,Missing,1752,Sink
1753,254,5,175,Missing,1753,Sink
1754,255,5,175,Missing,1754,Sink
1755,256,5,175,Missing,1755,Sink
1756,257,5,176,Missing,1756,Sink
1757,258,5,176,Missing,1757,Sink
1758,259,5,176,Missing,1758,Sink
1759,260,5,176,Missing,1759,Sink
1760,261,5,176,Missing,1760,Sink
1761,262,5,177,Missing,1761,Sink
1762,263,5,177,Missing,1762,Sink
1763,264,5,177,Missing,1763,Sink
1764,265,5,177,Missing,1764,Sink
1765,269,5,237,Missing,1765,Sink
1766,270,5,237,Missing,1766,Sink
1767,273,5,199,Missing,1767,Sink
1768,279,5,193,Missing,1768,Sink
1769,280,5,194,Missing,1769,Sink
1770,281,5,203,Missing,1770,Sink
1771,284,5,220,Missing,1771,Sink
1772,285,5,216,Missing,1772,Sink
1773,286,5,216,Missing,1773,Sink
1774,2,6,58,Missing,1774,Sink
1775,3,6,29,Missing,1775,Sink
1776,4,6,30,Missing,1776,Sink
1777,5,6,30,Missing,1777,Sink
1778,6,6,30,Missing,1778,Sink
1779,7,6,30,Missing,1779,Sink
1780,8,6,30,Missing,1780,Sink
1781,9,6,31,Missing,1781,Sink
1782,11,6,31,Missing,1782,Sink
1783,12,6,32,Missing,1783,Sink
1784,13,6,32,Missing,1784,Sink
1785,14,6,32,Missing,1785,Sink
1786,15,6,33,Missing,1786,Sink
1787,17,6,34,Missing,1787,Sink
1788,18,6,35,Missing,1788,Sink
1789,19,6,35,Missing,1789,Sink
1790,20,6,35,Missing,1790,Sink
1791,21,6,36,Missing,1791,Sink
1792,22,6,62,Missing,1792,Sink
1793,23,6,62,Missing,1793,Sink
1794,24,6,62,Missing,1794,Sink
1795,25,6,62,Missing,1795,Sink
1796,26,6,63,Missing,1796,Sink
1797,27,6,37,Missing,1797,Sink
1798,29,6,38,Missing,1798,Sink
1799,30,6,38,Missing,1799,Sink
1800,31,6,39,Missing,1800,Sink
1801,32,6,39,Missing,1801,Sink
1802,33,6,65,Missing,1802,Sink
1803,34,6,39,Missing,1803,Sink
1804,35,6,66,Missing,1804,Sink
1805,36,6,66,Missing,1805,Sink
1806,37,6,66,Missing,1806,Sink
1807,38,6,66,Missing,1807,Sink
1808,39,6,66,Missing,1808,Sink
